1,Fred had a red rubber ball. He kickedthe ball. It flew through the air. Hepicked it up. He threw it against a wall.The ball came back to Fred. He kicked itwith his foot again. The ball flew overthe wall. He picked it up again. Hebounced it on the street. The ballbounced up and down. Then it stoppedbouncing up and down. It didn't move.Fred's dog barked at the ball. Fredkicked the ball. His dog ran after theball.
2,"Bobby woke up because he heard adog. He heard a dog barking outside hiswindow. Bobby woke up when he heardthe dog barking. Bobby got out of bed.He got out of bed and walked to thewindow. He looked out the window. Hesaw a big brown dog. It was barkingvery loud. Bobby opened his window.He looked at the barking dog. ""Why areyou barking so loud?"" he asked the dog.The dog looked at Bobby. Then itstopped barking."
3,"Nancy wants to live a long time. Shewants to live for one hundred years. Sheis five years old now. She wants to live95 more years. Then she will be 100.Her father is 30 years old. He wants tolive a long time, too. He wants to live forone hundred years. He wants to live for70 more years. ""Daddy, we will grow oldtogether, okay?"" Nancy said to herfather. ""Yes, honey, we will grow oldtogether,"" he said to Nancy. Then Nancysmiled. She gave her daddy a big hug."
4,"Johnny jumped over the dog. The dogwas lying on the ground. Johnny jumpedover it. The dog saw Johnny jump overit. The dog got up. The dog got up andbarked at Johnny. Johnny laughed. Helaughed while the dog barked. Johnnyran over to the fence. The dog chasedhim to the fence. Johnny jumped overthe fence. He turned around and lookedat the dog. The dog stopped at thefence. The dog could not jump over thefence. Johnny said, ""Jump, jump!"" Thedog barked, but did not jump."
5,"Mary ate a blueberry. She lovedblueberries. Then she ate a blackberry.She loved blackberries. Then she ate astrawberry. She loved strawberries.Mary was confused. A blueberry is blue,so you call it a blueberry. A blackberry isblack, so you call it a blackberry. Astrawberry is red. So, why don't you callit a redberry? Mary asked her mom. Hermom didn't know. She asked her dad.Her dad didn't know. She asked her littlebrother. ""Because a red berry is acherry!"" her brother said."
6,Louis got a new book. The book wasabout animals. Louis loved animals. Thebook had lots of pictures. It had picturesof dogs and cats. It had pictures of cowsand pigs. It had pictures of chickens andrabbits. It had pictures of squirrels andbirds. Louis looked at the pictures on thefirst page. Then he turned the page. Helooked at the pictures on the secondpage. Then he turned the page again.The book had 30 pages in it. Louislooked at all the pictures on all thepages.
7,"Charles found a glass bottle. He foundthe glass bottle in his back yard. It was apretty glass bottle. It was dark green. Helooked inside the dark green bottle. Hecouldn't see anything. He shook thebottle. Something came out of the bottle.It landed on the ground. It was a bug.Charles picked up the bug. He looked atit. The bug looked at Charles. Charlesput the bottle back on the ground. Heput the bug on the ground, next to thebottle. The bug crawled back into thebottle."
8,The baby birds sat in the nest. Therewere two baby birds. They were in thenest. The nest was in the tree. The babybirds were waiting for mama bird. Theywere hungry. When would mama bird beback? Then they saw mama bird. Shelanded on the nest. She had two wormsin her mouth. She gave one worm toeach baby bird. The worms weredelicious. The baby birds ate the wormsvery fast. Then they opened theirmouths. They wanted another worm.Mama bird flew away. She went to getmore worms.
9,"Brenda sang a song. She sang the songwhile she walked to school. The nameof the song was ""Row, Row, Row YourBoat."" Brenda liked to sing this song. Itwas her favorite song to sing. She sangit every day while she walked to school.Sometimes she sang it with her bestfriend. Sometimes her best friendwalked to school with Brenda. Then theyboth sang the song together. Brendaliked the song because it was easy toremember the words. ""Row, row, rowyour boat"" are easy words to remember."
10,"Maria was learning to add numbers. Sheliked to add numbers. It was easy to addnumbers. She could add one and one.She knew that one and one are two.She knew that two and two are four.She knew that three and three are six.But that was it. She didn't know whatfour and four are. She asked her mom.Her mom told her that four and four areeight. ""Oh, now I know,"" Maria said. ""Iam four years old now. In four moreyears, I will be eight."" Maria was a fastlearner. She wasn't a slow learner."
11,Elizabeth washes her hands every day.She likes to wash her hands. Shewashes her hands with soap and water.She uses soap and water to wash herhands. She uses warm water and soap.She washes her hands for 30 seconds.After 30 seconds she stops washing herhands. She turns off the water. Shedries her hands on a clean towel. Everyfew hours she turns on the water andwashes her hands. Elizabeth has veryclean hands. She does not have manygerms on her hands. Germs cannot liveon her clean hands.
12,Daniel wanted to visit a farm. He askedhis parents to take him to a farm. Histeacher told him about the animals on afarm. There are lots of animals on afarm. Daniel wanted to see the animals.He wanted to see the cows. He wantedto see the chickens. He wanted to seethe pigs. He wanted to pet the animals.He wanted to feed the animals. Heloved animals. He wanted to live on afarm. He wanted to live with cows andchickens and pigs. They would be hisfriends. He didn't have any friends inschool.
13,"Barbara likes funny stories. She likes tohear funny stories. She likes to tell funnystories. She told her mom a funny story.When she finished, she waited for hermom to laugh. ""Mom, why aren't youlaughing? That was a funny story,""Barbara said. ""Oh, I'm sorry,"" her momsaid. ""Sometimes you think something isfunny, but someone else thinks it isn'tfunny."" So, Barbara's mom did not laughat Barbara's story. Barbara told thesame story to her younger sister. Heryounger sister laughed at the story."
14,"""Can I ride my horse, Mommy?"" Saraasked her mom. Sara loved to ride herhorse. She rode her horse almost everySaturday. ""Okay, honey, get ready togo,"" her mom said. Sara was happy.She went into her bedroom. She put herpink socks on. She put her pinksneakers on. She grabbed her pink hat.She went to the front door. ""I'm going towait in the car,"" she told her mom.""Okay, I'll be there in a minute,"" hermom said. Sara opened the car door.She sat down in the front seat. She puton her hat. She was excited."
15,Bruce picked up the cat. The catmeowed. The cat didn't like mostpeople. The cat liked to be alone. It likedto sleep on the sofa. It liked to sleep inthe fruit bowl. It liked to sleep on top ofthe TV. It liked to chase bugs in the frontyard. It liked to chase lizards in the backyard. It liked to chase flies in the kitchen.Bruce put the cat on the floor. Herubbed the cat's stomach. The cat likedthat. The cat licked his hand. Brucerubbed the cat's stomach some more.The cat meowed. The cat was happy.
16,Margaret was a small girl. She was alittle girl. All her friends were taller thanher. She was shorter than all herfriends. She wanted to be tall. Her momtold her not to worry. One day Margaretwould be tall. One day she would betaller than her friends. One day all herfriends would be shorter than her. Shewas happy to hear that. She only hadone question for her mom. When wouldshe be taller than her friends? Would itbe next year? She hoped it would benext year. She was tired of being theshortest girl.
17,Sharon jumped into the water at theswimming pool. She held her nose. Shewent under the water. Then she cameback up. She swam to the ladder in thepool. She climbed out of the pool. Shestood at the edge of the pool. She heldher nose. She jumped in again. Sharonliked to jump into the pool. The water feltgood. It was a hot day. The water wascool. The water felt so good. Sharon'smother had brought her to the pool. Hermother was sitting in a chair. She waswatching Sharon. She wanted Sharon tohave fun.
